Ticker,Price,Number of Shares to Buy,One-Year Price Return,One-Year Return Percentile,Six-Month Price Return,Six-Month Return Percentile,Three-Month Price Return,Three-Month Return Percentile,One-Month Price Return,One-Month Return Percentile,HQM Score
MO,65.69999694824219,N/A,0.06588349822799992,0.18344519015659955,0.008176581664137667,0.02460850111856823,0.08766545236492196,0.407158836689038,0.1146746023611131,0.785234899328859,0.35011185682326623
MOS,21.610000610351562,N/A,0.311139811599037,0.6510067114093959,0.2575456352792337,0.7897091722595079,0.0032029387026792215,0.013422818791946307,0.023497450073876363,0.2214765100671141,0.41890380313199105
MPC,355.4200134277344,N/A,1.2322036268124648,0.970917225950783,0.7640680734645463,0.9753914988814317,0.3989588411505732,0.9530201342281879,0.136980187102233,0.8389261744966443,0.9345637583892618
MRK,135.83999633789062,N/A,0.6670393082573631,0.9082774049217002,0.1352459855211157,0.523489932885906,0.22837896629674873,0.8053691275167785,0.06541173598345588,0.5704697986577181,0.7019015659955257
MS,217.36000061035156,N/A,0.5369382841525987,0.8635346756152126,0.2838506909091499,0.8411633109619686,0.13529960513307082,0.5794183445190156,0.01418335446674389,0.11409395973154363,0.5995525727069351
MSCI,569.1300048828125,N/A,0.03640753956984861,0.11409395973154363,0.08966305916272191,0.3914988814317673,0.016815365748708185,0.09172259507829977,0.09145564776256743,0.6957494407158836,0.3232662192393736
MSFT,495.3999938964844,N/A,0.04001185816891942,0.1342281879194631,0.2399236000256948,0.7628635346756151,0.17669930147992893,0.680089485458613,0.2579350583593846,0.9686800894854586,0.6364653243847874
MSI,466.510009765625,N/A,0.024904345568679574,0.08053691275167785,0.015992108990153717,0.058165548098434,0.18975839263926012,0.7225950782997762,0.1287169739935682,0.8165548098434005,0.41946308724832215
MTB,254.08999633789062,N/A,0.37655107535548277,0.7360178970917225,0.12652291110591704,0.494407158836689,0.24873572575756905,0.8366890380313198,0.01945911867210091,0.16778523489932887,0.558724832214765
MTD,1419.02001953125,N/A,0.08128995267187061,0.22818791946308725,0.04266877581308007,0.19463087248322147,0.3754992045503624,0.9373601789709172,0.08320483532686948,0.6666666666666665,0.5067114093959731
MU,971.6599731445312,N/A,7.0517873958773585,1.0,1.361700598381327,0.9955257270693513,0.3410557642012221,0.9217002237136466,0.144543211229232,0.8657718120805369,0.9457494407158837
NCLH,19.010000228881836,N/A,0.2176954392702531,0.5123042505592841,0.11540249272451664,0.46756152125279643,0.22487111264048568,0.8008948545861297,0.023124299936369434,0.2147651006711409,0.4988814317673378
NDAQ,97.0199966430664,N/A,0.0376631950884538,0.12304250559284116,0.2290967564156504,0.7494407158836688,0.06927281808427985,0.34675615212527966,0.05870795819784442,0.5190156599552572,0.4345637583892617
NEE,86.19000244140625,N/A,0.17604764113206506,0.44742729306487694,0.06808844183764766,0.29530201342281875,0.07003750852513252,0.348993288590604,0.02939189775511947,0.3064876957494407,0.34955257270693507
NEM,117.76000213623047,N/A,0.7166026811631274,0.9351230425055929,0.05982632505221194,0.2595078299776286,0.08229388506551806,0.3914988814317673,0.31282058130034485,0.9865771812080537,0.6431767337807606
NFLX,78.16000366210938,N/A,0.3691431794676635,0.7270693512304249,0.01678159060017339,0.06263982102908278,0.1018155978251578,0.4608501118568233,0.13357515767231645,0.832214765100671,0.5206935123042505
NI,42.5,N/A,0.04024415829505249,0.13646532438478748,0.07133598228813981,0.31767337807606266,0.07592250406793759,0.3713646532438479,0.06949132016219625,0.5906040268456375,0.3540268456375839
NKE,40.72999954223633,N/A,0.45631191209353467,0.8187919463087248,0.34472965858034765,0.8859060402684564,0.018757079281055213,0.10290827740492169,0.0692412910309891,0.5838926174496644,0.5978747203579418
NOC,585.8699951171875,N/A,0.01900038981255876,0.06263982102908278,0.15975177958379985,0.6129753914988814,0.08832885649830434,0.41163310961968674,0.12328160532627894,0.8031319910514542,0.47259507829977626
NOV,21.139999389648438,N/A,0.7790234915347715,0.9440715883668903,0.11612800704432288,0.4697986577181208,0.046962735848744705,0.24161073825503354,0.08299174661343027,0.6599552572706935,0.5788590604026845
NOW,124.0,N/A,0.28508831813389673,0.6196868008948545,0.15801268098258733,0.6062639821029082,0.30430209738131286,0.8926174496644295,0.2010848756857236,0.9463087248322146,0.7662192393736017
NRG,126.23999786376953,N/A,0.14008894021143178,0.37583892617449666,0.26268595462985533,0.8008948545861297,0.008777781085873007,0.0447427293064877,0.018758337856096433,0.15659955257270694,0.34451901565995524
NSC,334.4100036621094,N/A,0.21216884914531065,0.5055928411633109,0.07063572405681647,0.31543624161073824,0.06261579688133652,0.3020134228187919,0.013013015267027746,0.10290827740492169,0.3064876957494407
NTAP,207.0800018310547,N/A,0.9367963542341212,0.9552572706935123,1.0383994941249097,0.9865771812080537,0.731918202975957,0.9955257270693513,0.263607491219772,0.970917225950783,0.977069351230425
NTRS,191.41000366210938,N/A,0.5533625416891471,0.8747203579418344,0.32106158865493206,0.8702460850111856,0.17355635705837177,0.668903803131991,0.03644147310609403,0.36465324384787473,0.6946308724832214
NUE,268.9100036621094,N/A,0.874104502999231,0.9507829977628635,0.47623128616333105,0.9463087248322146,0.18743030116902346,0.7136465324384786,0.13651157165140004,0.8366890380313198,0.8618568232662192
NVDA,225.16000366210938,N/A,0.24943151028260221,0.5704697986577181,0.23316348045577645,0.756152125279642,0.0004545275185089111,0.006711409395973153,0.11020169800583177,0.7695749440715883,0.5257270693512304
NVR,6307.93017578125,N/A,0.23400969328703702,0.5346756152125279,0.15977504577658969,0.6152125279642058,0.13378161033935054,0.5727069351230425,0.028059898272608522,0.29082774049217003,0.5033557046979865
NWL,6.239999771118164,N/A,0.22176792882387514,0.523489932885906,0.3750467718959459,0.901565995525727,0.6574999330285939,0.9932885906040267,0.19311658668475548,0.9328859060402683,0.837807606263982
NWS,33.16999816894531,N/A,0.01865348350681111,0.05592841163310962,0.28047332938725283,0.8232662192393735,0.1153328320183167,0.5100671140939597,0.023133869289308447,0.21923937360178972,0.40212527964205813
NWSA,29.15999984741211,N/A,0.002995336754146899,0.0044742729306487695,0.28881413074009893,0.8456375838926173,0.12499999080175238,0.5391498881431768,0.025677085276127457,0.2505592841163311,0.4099552572706935
